Words,likelihood_cleanliness,likelihood_location,likelihood_facilities
reach,0.0001987281399046105,0.0008615119534783546,0.00039093041438623924
goes,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
blackout,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
incradible,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
hand,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
boiler,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
international,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
amidst,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
condiments,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
repaired,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
max,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
distantly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
mbps,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
garden,0.001589825119236884,0.0023691578720654747,0.004430544696377378
huts,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
position,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
fun,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
doctor,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
professional,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
restaurant,0.000794912559618442,0.0019384018953262977,0.0023455824863174357
information,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
decide,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
everywhere,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
look,0.000794912559618442,0.0005384449709239715,0.00039093041438623924
steakhouse,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
if,0.000397456279809221,0.0005384449709239715,0.00026062027625749283
petrides,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
orly,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ago,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
isnt,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
flowing,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
nights,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
hour,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
obviously,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
upon,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
accomodation,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
please,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
times,0.0005961844197138314,0.0005384449709239715,0.0006515506906437321
returned,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
curve,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
built,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
do,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
rarely,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
barbeque,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
olgas,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
wellequiped,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
perfection,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
activities,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
refrigerator,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
equipment,0.000397456279809221,0.00032306698255438296,0.0005212405525149857
appreciated,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
group,0.000397456279809221,0.00032306698255438296,0.0005212405525149857
detail,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
shared,0.0001987281399046105,0.0004307559767391773,0.0005212405525149857
figure,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
so,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
center,0.0005961844197138314,0.0016153349127719146,0.0011727912431587178
triangle,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
digital,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
far,0.0011923688394276629,0.0022614688778806805,0.0009121709669012249
within,0.000794912559618442,0.0035537368080982125,0.0011727912431587178
stars,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
end,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
multiple,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
regularly,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
karma,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
barren,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
evaluated,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
mike,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
argaka,0.000397456279809221,0.0004307559767391773,0.00026062027625749283
spot,0.000794912559618442,0.00032306698255438296,0.00039093041438623924
hot,0.000794912559618442,0.0004307559767391773,0.0010424811050299713
renovation,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
often,0.0005961844197138314,0.00021537798836958864,0.0006515506906437321
needs,0.0005961844197138314,0.0005384449709239715,0.00039093041438623924
boat,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
rent,0.000397456279809221,0.0007538229592935602,0.00039093041438623924
villages,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
proper,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
east,0.000397456279809221,0.0004307559767391773,0.00026062027625749283
almost,0.000397456279809221,0.00032306698255438296,0.0006515506906437321
tons,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
make,0.0005961844197138314,0.0006461339651087659,0.0005212405525149857
trouble,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
strolling,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
all,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
toaster,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
guy,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
thus,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
zihnis,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
dining,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
distances,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
accommodating,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
surrounded,0.000397456279809221,0.0007538229592935602,0.00039093041438623924
beachesrestaurants,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
cascade,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
require,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
reasonably,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
supply,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
spots,0.0001987281399046105,0.0004307559767391773,0.00026062027625749283
functional,0.000794912559618442,0.00021537798836958864,0.00039093041438623924
conveniently,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
whenever,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
heater,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
con,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
using,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
necessities,0.0005961844197138314,0.00032306698255438296,0.0005212405525149857
everythings,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
alex,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
hall,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
kitchenbalcony,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
helped,0.000397456279809221,0.0005384449709239715,0.00013031013812874641
self,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
friendly,0.001987281399046105,0.0017230239069567091,0.0013031013812874641
had,0.000397456279809221,0.0004307559767391773,0.0005212405525149857
yealing,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
order,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
treatments,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
ideally,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
ros,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
wanna,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
justice,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
jasmines,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
pump,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
barking,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
adapters,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
meter,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
alion,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
stress,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
flows,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
went,0.000397456279809221,0.00032306698255438296,0.00039093041438623924
gateway,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
stepped,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
pub,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
freezing,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
soviet,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
kids,0.0011923688394276629,0.0007538229592935602,0.0011727912431587178
unique,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
big,0.0013910969793322733,0.0018307129011415034,0.0016940317956737035
kind,0.000794912559618442,0.00032306698255438296,0.00013031013812874641
everyday,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
hiring,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
yerevan,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
suggest,0.0005961844197138314,0.00021537798836958864,0.00013031013812874641
overpriced,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
entire,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
disappointment,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
wanting,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
owners,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
recently,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
try,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
foods,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
restaurants,0.0011923688394276629,0.006461339651087659,0.0014334115194162107
central,0.0005961844197138314,0.0008615119534783546,0.00039093041438623924
housing,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
maria,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
hundred,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
secure,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
quality,0.0009936406995230524,0.00021537798836958864,0.0006515506906437321
spend,0.0011923688394276629,0.0007538229592935602,0.0007818608287724785
picked,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
next,0.0001987281399046105,0.0035537368080982125,0.0014334115194162107
budget,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
extras,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
future,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
everydays,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
child,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
smart,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
maintained,0.0023847376788553257,0.0006461339651087659,0.0010424811050299713
bathe,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
pots,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
also,0.0033783783783783786,0.004630626749946155,0.0048214751107636174
clean,0.0455087440381558,0.008184363558044368,0.014334115194162106
items,0.0005961844197138314,0.00021537798836958864,0.0005212405525149857
get,0.000794912559618442,0.002153779883695886,0.0006515506906437321
oven,0.0001987281399046105,0.00021537798836958864,0.0005212405525149857
balcony,0.0021860095389507153,0.0022614688778806805,0.003388063591347407
offers,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
approach,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
travel,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
alp,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
crib,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
cherry,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
prominently,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
fresh,0.0027821939586645467,0.0004307559767391773,0.0009121709669012249
expectations,0.0005961844197138314,0.00021537798836958864,0.00026062027625749283
bathrooms,0.000794912559618442,0.00032306698255438296,0.0006515506906437321
somewhat,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
drive,0.0001987281399046105,0.002046090889511092,0.00039093041438623924
things,0.000794912559618442,0.0004307559767391773,0.0009121709669012249
delivered,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
communication,0.000794912559618442,0.0006461339651087659,0.0007818608287724785
main,0.000794912559618442,0.0016153349127719146,0.0007818608287724785
layout,0.0005961844197138314,0.00010768899418479432,0.00026062027625749283
wrong,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
stores,0.000397456279809221,0.0006461339651087659,0.00026062027625749283
village,0.000397456279809221,0.0007538229592935602,0.00039093041438623924
liquid,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
elevated,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
crew,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
solutions,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
cot,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
desk,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
julie,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
pillowcases,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
staying,0.000397456279809221,0.0011845789360327374,0.00026062027625749283
eat,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
peopleeven,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
cleaners,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
hosting,0.0005961844197138314,0.00032306698255438296,0.00039093041438623924
door,0.0001987281399046105,0.0009692009476631488,0.0007818608287724785
doorstep,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
pm,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
that,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
small,0.001987281399046105,0.0018307129011415034,0.0029971331769611674
listing,0.0005961844197138314,0.00010768899418479432,0.00039093041438623924
appartement,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
prepare,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
hair,0.0005961844197138314,0.00021537798836958864,0.0005212405525149857
business,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
field,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
this,0.000397456279809221,0.001076889941847943,0.0005212405525149857
kick,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
beauty,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
balkony,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
relaxing,0.0005961844197138314,0.0007538229592935602,0.0007818608287724785
slight,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
apart,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
experience,0.000397456279809221,0.0011845789360327374,0.0005212405525149857
used,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
flowers,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
can,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
sauna,0.000794912559618442,0.00021537798836958864,0.0010424811050299713
cold,0.000397456279809221,0.00010768899418479432,0.0010424811050299713
joya,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
behind,0.000794912559618442,0.00010768899418479432,0.0005212405525149857
seating,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
wall,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
stocked,0.0005961844197138314,0.0005384449709239715,0.0010424811050299713
allow,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
rooms,0.0013910969793322733,0.00032306698255438296,0.0013031013812874641
stretch,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
machines,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
stable,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
rural,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
caferestaurant,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
negative,0.000397456279809221,0.00021537798836958864,0.0006515506906437321
ordu,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
thanks,0.0005961844197138314,0.0006461339651087659,0.00039093041438623924
blend,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
elegant,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
trop,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
socks,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
thought,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
physically,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
suite,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
flight,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
tranquility,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
thank,0.0009936406995230524,0.0011845789360327374,0.0009121709669012249
reservation,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
furnishings,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
sun,0.000397456279809221,0.0007538229592935602,0.0011727912431587178
skyview,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
selection,0.0001987281399046105,0.00021537798836958864,0.0006515506906437321
added,0.0001987281399046105,0.00032306698255438296,0.00039093041438623924
hear,0.0001987281399046105,0.0004307559767391773,0.00026062027625749283
broken,0.000397456279809221,0.00010768899418479432,0.0005212405525149857
pillows,0.000397456279809221,0.00021537798836958864,0.0006515506906437321
cafe,0.000397456279809221,0.0005384449709239715,0.00026062027625749283
lot,0.0011923688394276629,0.0018307129011415034,0.001954652071931196
aphrodites,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
february,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
understood,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
fantastically,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
sofa,0.0005961844197138314,0.00021537798836958864,0.0005212405525149857
instructions,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
konnos,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
crockery,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
views,0.0025834658187599362,0.0047383157441309495,0.0024758926244461818
english,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
bread,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
whats,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
intimacy,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
stone,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
explore,0.0001987281399046105,0.0005384449709239715,0.00026062027625749283
antique,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
icecream,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
money,0.0005961844197138314,0.00032306698255438296,0.0006515506906437321
seven,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
grandson,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
companies,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
hire,0.0001987281399046105,0.0006461339651087659,0.00013031013812874641
mountain,0.0001987281399046105,0.001076889941847943,0.0007818608287724785
upstairs,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
gate,0.000397456279809221,0.00032306698255438296,0.00039093041438623924
poolbbqout,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
gel,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
conditioned,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
ceydas,0.0005961844197138314,0.00021537798836958864,0.00026062027625749283
advertisement,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
larnaca,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
boazii,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
grocery,0.0005961844197138314,0.0011845789360327374,0.0005212405525149857
stove,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
dawn,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
negotiate,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
mark,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
design,0.0005961844197138314,0.00021537798836958864,0.0005212405525149857
caucasus,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
jasmine,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
gaziveren,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
tired,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
breakfast,0.0005961844197138314,0.00032306698255438296,0.0016940317956737035
bring,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
aphrodite,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
entertainment,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
honeymoon,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
hangout,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
standards,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
ofcourse,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
comfortable,0.017885532591414944,0.002692224854619858,0.011727912431587178
seen,0.000397456279809221,0.00032306698255438296,0.00026062027625749283
fruits,0.000397456279809221,0.00021537798836958864,0.00039093041438623924
elexus,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
turtles,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
term,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
tasty,0.000397456279809221,0.00021537798836958864,0.0005212405525149857
daily,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
heading,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
home,0.0025834658187599362,0.0018307129011415034,0.0023455824863174357
barrestaurant,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
needed,0.0029809220985691576,0.0015076459185871204,0.0026062027625749283
answered,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
groceries,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
ride,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
shopping,0.0001987281399046105,0.0008615119534783546,0.00039093041438623924
lawns,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
recovered,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
rental,0.0001987281399046105,0.0007538229592935602,0.00026062027625749283
sunbeds,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
cafes,0.000397456279809221,0.0005384449709239715,0.00026062027625749283
electronic,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
iffy,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
anywhere,0.000397456279809221,0.0006461339651087659,0.00013031013812874641
choice,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
never,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
bedlinen,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
akamas,0.0001987281399046105,0.0004307559767391773,0.00026062027625749283
lighthouse,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
appointed,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
solo,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
excellant,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
silver,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
helpfull,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
peninsula,0.0001987281399046105,0.00032306698255438296,0.00026062027625749283
standard,0.0005961844197138314,0.00021537798836958864,0.00039093041438623924
hill,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
gets,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
clothes,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
card,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
seems,0.0005961844197138314,0.00010768899418479432,0.00039093041438623924
between,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
herb,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
least,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
delivering,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
thrilled,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
airbnb,0.0001987281399046105,0.0006461339651087659,0.00039093041438623924
court,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
personally,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
hospitable,0.0005961844197138314,0.00021537798836958864,0.00013031013812874641
swimmingpool,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
finikas,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
refreshing,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
twice,0.000397456279809221,0.0004307559767391773,0.0006515506906437321
stage,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
looked,0.000397456279809221,0.00010768899418479432,0.00039093041438623924
six,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
someone,0.000397456279809221,0.00021537798836958864,0.00026062027625749283
situated,0.0001987281399046105,0.0004307559767391773,0.00013031013812874641
amazing,0.003179650238473768,0.0068920956278268365,0.007167057597081053
stylish,0.0005961844197138314,0.00032306698255438296,0.00026062027625749283
divided,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
longues,0.000397456279809221,0.00021537798836958864,0.00013031013812874641
enclosed,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
accommodated,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
appartament,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
providing,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
cut,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
random,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
buses,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
soon,0.0009936406995230524,0.00032306698255438296,0.00039093041438623924
alagadi,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
markets,0.000397456279809221,0.0004307559767391773,0.00026062027625749283
inviting,0.0001987281399046105,0.00021537798836958864,0.00039093041438623924
signposted,0.000397456279809221,0.00010768899418479432,0.00013031013812874641
photos,0.0011923688394276629,0.0006461339651087659,0.00039093041438623924
georgia,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
there,0.0005961844197138314,0.0007538229592935602,0.00039093041438623924
roomufa,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
manicured,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
billard,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
showed,0.0001987281399046105,0.00010768899418479432,0.00039093041438623924
questions,0.000397456279809221,0.00032306698255438296,0.00013031013812874641
mezzanine,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
goodwill,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
insect,0.000397456279809221,0.00010768899418479432,0.00026062027625749283
nicer,0.0001987281399046105,0.00032306698255438296,0.00013031013812874641
square,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
better,0.000794912559618442,0.0007538229592935602,0.0010424811050299713
la,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
unrepresented,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
offered,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
mxm,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
however,0.0009936406995230524,0.0006461339651087659,0.0005212405525149857
mcdonalds,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
crowds,0.0001987281399046105,0.00021537798836958864,0.00026062027625749283
practical,0.0001987281399046105,0.00021537798836958864,0.00013031013812874641
cleanings,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
cutlery,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
fridgexa,0.0001987281399046105,0.00010768899418479432,0.00026062027625749283
